Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi,text_final_stemmed_tokenized,polarity_score,polarity
"aplikasi ini bagus, kesan pertama saya adalah fitur pelajarannya yang sangat bagus dan bisa diulang, namun yang kurang menurutku cuma mengenali data yang harus di tunggu sedikit lama. itu aja keluhanku dan pujiaku",aplikasi ini bagus kesan pertama saya adalah fitur pelajarannya yang sangat bagus dan bisa diulang namun yang kurang menurutku cuma mengenali data yang harus di tunggu sedikit lama itu aja keluhanku dan pujiaku,aplikasi ini bagus kesan pertama saya adalah fitur pelajarannya yang sangat bagus dan bisa diulang namun yang kurang menurutku cuma mengenali data yang harus di tunggu sedikit lama itu aja keluhanku dan pujiaku,aplikasi ini bagus kesan pertama saya adalah fitur pelajarannya yang sangat bagus dan bisa diulang yang kurang menurutku cuma mengenali data yang harus di tunggu sedikit lama itu aja keluhanku dan pujiaku,aplikasi ini bagus kesan pertama saya adalah fitur pelajarannya yang sangat bagus dan bisa diulang yang kurang menurutku cuma mengenali data yang harus di tunggu sedikit lama itu saja keluhanku dan pujiaku,"['aplikasi', 'ini', 'bagus', 'kesan', 'pertama', 'saya', 'adalah', 'fitur', 'pelajarannya', 'yang', 'sangat', 'bagus', 'dan', 'bisa', 'diulang', 'yang', 'kurang', 'menurutku', 'cuma', 'mengenali', 'data', 'yang', 'harus', 'di', 'tunggu', 'sedikit', 'lama', 'itu', 'saja', 'keluhanku', 'dan', 'pujiaku']","['aplikasi', 'ini', 'bagus', 'kesan', 'pertama', 'saya', 'adalah', 'fitur', 'pelajarannya', 'yang', 'sangat', 'bagus', 'dan', 'bisa', 'diulang', 'yang', 'kurang', 'menurutku', 'cuma', 'mengenali', 'data', 'yang', 'harus', 'di', 'tunggu', 'sedikit', 'lama', 'itu', 'saja', 'keluhanku', 'dan', 'pujiaku']","['aplikasi', 'bagus', 'kesan', 'fitur', 'pelajarannya', 'bagus', 'diulang', 'menurutku', 'mengenali', 'data', 'tunggu', 'keluhanku', 'pujiaku']",aplikasi bagus kesan fitur pelajarannya bagus diulang menurutku mengenali data tunggu keluhanku pujiaku,aplikasi bagus kesan fitur ajar bagus ulang turut nali data tunggu keluh pujiaku,,"['aplikasi', 'bagus', 'kesan', 'fitur', 'ajar', 'bagus', 'ulang', 'turut', 'nali', 'data', 'tunggu', 'keluh', 'pujiaku']",23,positive
Aplikasi yang sangat membantu saya dalam belajar bahasa jepang,Aplikasi yang sangat membantu saya dalam belajar bahasa jepang,aplikasi yang sangat membantu saya dalam belajar bahasa jepang,aplikasi yang sangat membantu saya dalam belajar bahasa jepang,aplikasi yang sangat membantu saya dalam belajar bahasa jepang,"['aplikasi', 'yang', 'sangat', 'membantu', 'saya', 'dalam', 'belajar', 'bahasa', 'jepang']","['aplikasi', 'yang', 'sangat', 'membantu', 'saya', 'dalam', 'belajar', 'bahasa', 'jepang']","['aplikasi', 'membantu', 'belajar', 'bahasa', 'jepang']",aplikasi membantu belajar bahasa jepang,aplikasi bantu ajar bahasa jepang,,"['aplikasi', 'bantu', 'ajar', 'bahasa', 'jepang']",15,positive
nice untuk pemula,nice untuk pemula,nice untuk pemula,nice untuk pemula,bagus untuk pemula,"['bagus', 'untuk', 'pemula']","['bagus', 'untuk', 'pemula']","['bagus', 'pemula']",bagus pemula,bagus mula,,"['bagus', 'mula']",7,positive
Arigatou😄,Arigatou,arigatou,arigatou,arigatou,['arigatou'],['terima kasih'],['terima kasih'],terima kasih,terima kasih,,"['terima', 'kasih']",3,positive
Saya sangat menyukai aplikasi ini,Saya sangat menyukai aplikasi ini,saya sangat menyukai aplikasi ini,saya sangat menyukai aplikasi ini,saya sangat menyukai aplikasi ini,"['saya', 'sangat', 'menyukai', 'aplikasi', 'ini']","['saya', 'sangat', 'menyukai', 'aplikasi', 'ini']","['menyukai', 'aplikasi']",menyukai aplikasi,suka aplikasi,,"['suka', 'aplikasi']",5,positive
"bagus,mudah dipahami dan diberikan penjelasan yang sangat simpel.jadi kita bisa mengingat dengan mudah",bagusmudah dipahami dan diberikan penjelasan yang sangat simpeljadi kita bisa mengingat dengan mudah,bagusmudah dipahami dan diberikan penjelasan yang sangat simpeljadi kita bisa mengingat dengan mudah,bagusmudah dipahami dan diberikan penjelasan yang sangat simpeljadi kita bisa mengingat dengan mudah,bagusmudah dipahami dan diberikan penjelasan yang sangat simpeljadi kita bisa mengingat dengan mudah,"['bagusmudah', 'dipahami', 'dan', 'diberikan', 'penjelasan', 'yang', 'sangat', 'simpeljadi', 'kita', 'bisa', 'mengingat', 'dengan', 'mudah']","['bagusmudah', 'dipahami', 'dan', 'diberikan', 'penjelasan', 'yang', 'sangat', 'simpeljadi', 'kita', 'bisa', 'mengingat', 'dengan', 'mudah']","['bagusmudah', 'dipahami', 'penjelasan', 'simpeljadi', 'mudah']",bagusmudah dipahami penjelasan simpeljadi mudah,bagusmudah paham jelas simpeljadi mudah,,"['bagusmudah', 'paham', 'jelas', 'simpeljadi', 'mudah']",4,positive
sangaat membantu sekali ma sya allah😍😍,sangaat membantu sekali ma sya allah,sangaat membantu sekali ma sya allah,sangaat membantu sekali ma sya allah,sangaat membantu sekali ma sya allah,"['sangaat', 'membantu', 'sekali', 'ma', 'sya', 'allah']","['sangaat', 'membantu', 'sekali', 'ma', 'sya', 'allah']","['sangaat', 'membantu', 'sya', 'allah']",sangaat membantu sya allah,sangaat bantu sya allah,,"['sangaat', 'bantu', 'sya', 'allah']",9,positive
"mantap aku jadi tambah tau huruf beserta artinya, Arigatou....",mantap aku jadi tambah tau huruf beserta artinya Arigatou,mantap aku jadi tambah tau huruf beserta artinya arigatou,mantap aku jadi tambah tau huruf be artinya arigatou,mantap aku jadi tambah tahu huruf be artinya arigatou,"['mantap', 'aku', 'jadi', 'tambah', 'tahu', 'huruf', 'be', 'artinya', 'arigatou']","['mantap', 'aku', 'jadi', 'tambah', 'tahu', 'huruf', 'be', 'artinya', 'terima kasih']","['mantap', 'huruf', 'terima kasih']",mantap huruf terima kasih,mantap huruf terima kasih,,"['mantap', 'huruf', 'terima', 'kasih']",5,positive
"sangat membantu dalam belajar bahasa Jepang, apalagi untuk kita yg pemula, tetapi paket berbayarnya sangat mahal banget ya",sangat membantu dalam belajar bahasa Jepang apalagi untuk kita yg pemula tetapi paket berbayarnya sangat mahal banget ya,sangat membantu dalam belajar bahasa jepang apalagi untuk kita yg pemula tetapi paket berbayarnya sangat mahal banget ya,sangat membantu dalam belajar bahasa jepang apalagi untuk kita yg pemula paket berbayarnya sangat mahal banget ya,sangat membantu dalam belajar bahasa jepang apalagi untuk kita yang pemula paket berbayarnya sangat mahal banget iya,"['sangat', 'membantu', 'dalam', 'belajar', 'bahasa', 'jepang', 'apalagi', 'untuk', 'kita', 'yang', 'pemula', 'paket', 'berbayarnya', 'sangat', 'mahal', 'banget', 'iya']","['sangat', 'membantu', 'dalam', 'belajar', 'bahasa', 'jepang', 'apalagi', 'untuk', 'kita', 'yang', 'pemula', 'paket', 'berbayarnya', 'sangat', 'mahal', 'banget', 'iya']","['membantu', 'belajar', 'bahasa', 'jepang', 'pemula', 'paket', 'berbayarnya', 'mahal', 'banget']",membantu belajar bahasa jepang pemula paket berbayarnya mahal banget,bantu ajar bahasa jepang mula paket bayar mahal banget,,"['bantu', 'ajar', 'bahasa', 'jepang', 'mula', 'paket', 'bayar', 'mahal', 'banget']",23,positive
Gambar nya lucu banget oh iyh kasih belajar bahasa rusia ya oke makasih aku ga bisa tulis panjang bgt,Gambar nya lucu banget oh iyh kasih belajar bahasa rusia ya oke makasih aku ga bisa tulis panjang bgt,gambar nya lucu banget oh iyh kasih belajar bahasa rusia ya oke makasih aku ga bisa tulis panjang bgt,gambar nya lucu banget oh iyh kasih belajar bahasa rusia ya oke makasih aku ga bisa tulis panjang bgt,gambar nya lucu banget oh iyh kasih belajar bahasa rusia iya oke terima kasih aku tidak bisa tulis panjang banget,"['gambar', 'nya', 'lucu', 'banget', 'oh', 'iyh', 'kasih', 'belajar', 'bahasa', 'rusia', 'iya', 'oke', 'terima', 'kasih', 'aku', 'tidak', 'bisa', 'tulis', 'panjang', 'banget']","['gambar', 'nya', 'lucu', 'banget', 'oh', 'iyh', 'kasih', 'belajar', 'bahasa', 'rusia', 'iya', 'oke', 'terima', 'kasih', 'aku', 'tidak', 'bisa', 'tulis', 'panjang', 'banget']","['gambar', 'lucu', 'banget', 'oh', 'iyh', 'kasih', 'belajar', 'bahasa', 'rusia', 'oke', 'terima', 'kasih', 'tulis', 'banget']",gambar lucu banget oh iyh kasih belajar bahasa rusia oke terima kasih tulis banget,gambar lucu banget oh iyh kasih ajar bahasa rusia oke terima kasih tulis banget,,"['gambar', 'lucu', 'banget', 'oh', 'iyh', 'kasih', 'ajar', 'bahasa', 'rusia', 'oke', 'terima', 'kasih', 'tulis', 'banget']",20,positive
seru banget bisa belajar bahasa jepang,seru banget bisa belajar bahasa jepang,seru banget bisa belajar bahasa jepang,seru banget bisa belajar bahasa jepang,seru banget bisa belajar bahasa jepang,"['seru', 'banget', 'bisa', 'belajar', 'bahasa', 'jepang']","['seru', 'banget', 'bisa', 'belajar', 'bahasa', 'jepang']","['seru', 'banget', 'belajar', 'bahasa', 'jepang']",seru banget belajar bahasa jepang,seru banget ajar bahasa jepang,,"['seru', 'banget', 'ajar', 'bahasa', 'jepang']",13,positive
mudah dimengerti!! sayang nya kebanyakan iklan jadi rada terganggu..:( dikurangin iklan nya ya..:><,mudah dimengerti sayang nya kebanyakan iklan jadi rada terganggu dikurangin iklan nya ya,mudah dimengerti sayang nya kebanyakan iklan jadi rada terganggu dikurangin iklan nya ya,mudah dimengerti sayang nya kebanyakan iklan jadi rada terganggu dikurangin iklan nya ya,mudah dimengerti sayang nya kebanyakan iklan jadi rada terganggu dikurangin iklan nya iya,"['mudah', 'dimengerti', 'sayang', 'nya', 'kebanyakan', 'iklan', 'jadi', 'rada', 'terganggu', 'dikurangin', 'iklan', 'nya', 'iya']","['mudah', 'dimengerti', 'sayang', 'nya', 'kebanyakan', 'iklan', 'jadi', 'rada', 'terganggu', 'dikurangin', 'iklan', 'nya', 'iya']","['mudah', 'dimengerti', 'sayang', 'kebanyakan', 'iklan', 'rada', 'terganggu', 'dikurangin', 'iklan']",mudah dimengerti sayang kebanyakan iklan rada terganggu dikurangin iklan,mudah erti sayang banyak iklan rada ganggu rangin iklan,,"['mudah', 'erti', 'sayang', 'banyak', 'iklan', 'rada', 'ganggu', 'rangin', 'iklan']",9,positive
"keren banget aplikasi nya,rekomanded buat yang mau belajar bahasa jepang,dan cocok untuk pemula",keren banget aplikasi nyarekomanded buat yang mau belajar bahasa jepangdan cocok untuk pemula,keren banget aplikasi nyarekomanded buat yang mau belajar bahasa jepangdan cocok untuk pemula,keren banget aplikasi nyarekomanded buat yang mau belajar bahasa jepangdan cocok untuk pemula,keren banget aplikasi nyarekomanded buat yang mau belajar bahasa jepangdan cocok untuk pemula,"['keren', 'banget', 'aplikasi', 'nyarekomanded', 'buat', 'yang', 'mau', 'belajar', 'bahasa', 'jepangdan', 'cocok', 'untuk', 'pemula']","['keren', 'banget', 'aplikasi', 'nyarekomanded', 'buat', 'yang', 'mau', 'belajar', 'bahasa', 'jepangdan', 'cocok', 'untuk', 'pemula']","['keren', 'banget', 'aplikasi', 'nyarekomanded', 'belajar', 'bahasa', 'jepangdan', 'cocok', 'pemula']",keren banget aplikasi nyarekomanded belajar bahasa jepangdan cocok pemula,keren banget aplikasi nyarekomanded ajar bahasa jepangdan cocok mula,,"['keren', 'banget', 'aplikasi', 'nyarekomanded', 'ajar', 'bahasa', 'jepangdan', 'cocok', 'mula']",20,positive
bintangg 5 sieee😋,bintangg  sieee,bintangg  sieee,bintangg  sieee,bintangg sieee,"['bintangg', 'sieee']","['bintangg', 'sieee']","['bintangg', 'sieee']",bintangg sieee,bintangg sieee,,"['bintangg', 'sieee']",0,neutral
Bagus Banget!!!!!,Bagus Banget,bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget,bagus banget,,"['bagus', 'banget']",5,positive
"Bagus banget, makasi skrg aku udh bisa bahasa jepanggg",Bagus banget makasi skrg aku udh bisa bahasa jepanggg,bagus banget makasi skrg aku udh bisa bahasa jepanggg,bagus banget makasi skrg aku udh bisa bahasa jepanggg,bagus banget makasi sekarang aku sudah bisa bahasa jepanggg,"['bagus', 'banget', 'makasi', 'sekarang', 'aku', 'sudah', 'bisa', 'bahasa', 'jepanggg']","['bagus', 'banget', 'makasi', 'sekarang', 'aku', 'sudah', 'bisa', 'bahasa', 'jepanggg']","['bagus', 'banget', 'makasi', 'bahasa', 'jepanggg']",bagus banget makasi bahasa jepanggg,bagus banget makas bahasa jepanggg,,"['bagus', 'banget', 'makas', 'bahasa', 'jepanggg']",9,positive
"Ini aplikasi yang aku cari cari, soal nya untuk les jepang juga kan aku udah b.arab, b.ingris, b.rusia jadi fix bagus banget ini aplikasi ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐",Ini aplikasi yang aku cari cari soal nya untuk les jepang juga kan aku udah barab bingris brusia jadi fix bagus banget ini aplikasi,ini aplikasi yang aku cari cari soal nya untuk les jepang juga kan aku udah barab bingris brusia jadi fix bagus banget ini aplikasi,ini aplikasi yang aku cari cari soal nya untuk les jepang juga kan aku udah barab bingris brusia jadi fix bagus banget ini aplikasi,ini aplikasi yang aku cari cari soal nya untuk les jepang juga kan aku sudah barab bingris brusia jadi fix bagus banget ini aplikasi,"['ini', 'aplikasi', 'yang', 'aku', 'cari', 'cari', 'soal', 'nya', 'untuk', 'les', 'jepang', 'juga', 'kan', 'aku', 'sudah', 'barab', 'bingris', 'brusia', 'jadi', 'fix', 'bagus', 'banget', 'ini', 'aplikasi']","['ini', 'aplikasi', 'yang', 'aku', 'cari', 'cari', 'soal', 'nya', 'untuk', 'les', 'jepang', 'juga', 'kan', 'aku', 'sudah', 'barab', 'bingris', 'brusia', 'jadi', 'fix', 'bagus', 'banget', 'ini', 'aplikasi']","['aplikasi', 'cari', 'cari', 'les', 'jepang', 'barab', 'bingris', 'brusia', 'fix', 'bagus', 'banget', 'aplikasi']",aplikasi cari cari les jepang barab bingris brusia fix bagus banget aplikasi,aplikasi cari cari les jepang barab bingris brusia fix bagus banget aplikasi,,"['aplikasi', 'cari', 'cari', 'les', 'jepang', 'barab', 'bingris', 'brusia', 'fix', 'bagus', 'banget', 'aplikasi']",19,positive
Aku jadi mudah menghafal nya😁👍🏻,Aku jadi mudah menghafal nya,aku jadi mudah menghafal nya,aku jadi mudah menghafal nya,aku jadi mudah menghafal nya,"['aku', 'jadi', 'mudah', 'menghafal', 'nya']","['aku', 'jadi', 'mudah', 'menghafal', 'nya']","['mudah', 'menghafal']",mudah menghafal,mudah hafal,,"['mudah', 'hafal']",1,positive
"Membantu banget buat belajar bahasa Jepang, terimakasih banyak buat yang udah bikin aplikasi HeyJapan!",Membantu banget buat belajar bahasa Jepang terimakasih banyak buat yang udah bikin aplikasi HeyJapan,membantu banget buat belajar bahasa jepang terimakasih banyak buat yang udah bikin aplikasi heyjapan,membantu banget buat belajar bahasa jepang terimakasih banyak buat yang udah bikin aplikasi heyjapan,membantu banget buat belajar bahasa jepang terimakasih banyak buat yang sudah bikin aplikasi heyjapan,"['membantu', 'banget', 'buat', 'belajar', 'bahasa', 'jepang', 'terimakasih', 'banyak', 'buat', 'yang', 'sudah', 'bikin', 'aplikasi', 'heyjapan']","['membantu', 'banget', 'buat', 'belajar', 'bahasa', 'jepang', 'terimakasih', 'banyak', 'buat', 'yang', 'sudah', 'bikin', 'aplikasi', 'heyjapan']","['membantu', 'banget', 'belajar', 'bahasa', 'jepang', 'terimakasih', 'bikin', 'aplikasi', 'heyjapan']",membantu banget belajar bahasa jepang terimakasih bikin aplikasi heyjapan,bantu banget ajar bahasa jepang terimakasih bikin aplikasi heyjapan,,"['bantu', 'banget', 'ajar', 'bahasa', 'jepang', 'terimakasih', 'bikin', 'aplikasi', 'heyjapan']",21,positive
over all keren app nyaa,over all keren app nyaa,over all keren app nyaa,over all keren app nyaa,over all keren app nyaa,"['over', 'all', 'keren', 'app', 'nyaa']","['over', 'all', 'keren', 'app', 'nyaa']","['keren', 'app', 'nyaa']",keren app nyaa,keren app nyaa,,"['keren', 'app', 'nyaa']",2,positive
seeu arigato sudah ajar kan ya sayounara😁😁,seeu arigato sudah ajar kan ya sayounara,seeu arigato sudah ajar kan ya sayounara,seeu arigato sudah ajar kan ya sayounara,seeu arigato sudah ajar kan iya sayounara,"['seeu', 'arigato', 'sudah', 'ajar', 'kan', 'iya', 'sayounara']","['seeu', 'terima kasih', 'sudah', 'ajar', 'kan', 'iya', 'sayounara']","['seeu', 'terima kasih', 'ajar', 'sayounara']",seeu terima kasih ajar sayounara,seeu terima kasih ajar sayounara,,"['seeu', 'terima', 'kasih', 'ajar', 'sayounara']",6,positive
"apk ni sumpah bener"" ngebantu buat belajar bahasa jepang dari nol keren si, gapuas kalo dikasih rate star 5 harusnya 100 si",apk ni sumpah bener ngebantu buat belajar bahasa jepang dari nol keren si gapuas kalo dikasih rate star  harusnya  si,apk ni sumpah bener ngebantu buat belajar bahasa jepang dari nol keren si gapuas kalo dikasih rate star  harusnya  si,apk ni sumpah bener ngebantu buat belajar bahasa jepang dari nol keren si gapuas kalo dikasih rate star  harusnya  si,apk ini sumpah benar ngebantu buat belajar bahasa jepang dari nol keren si gapuas kalau dikasih rate star harusnya si,"['apk', 'ini', 'sumpah', 'benar', 'ngebantu', 'buat', 'belajar', 'bahasa', 'jepang', 'dari', 'nol', 'keren', 'si', 'gapuas', 'kalau', 'dikasih', 'rate', 'star', 'harusnya', 'si']","['apk', 'ini', 'sumpah', 'benar', 'ngebantu', 'buat', 'belajar', 'bahasa', 'jepang', 'dari', 'nol', 'keren', 'si', 'gapuas', 'kalau', 'dikasih', 'rate', 'star', 'harusnya', 'si']","['apk', 'sumpah', 'ngebantu', 'belajar', 'bahasa', 'jepang', 'nol', 'keren', 'si', 'gapuas', 'dikasih', 'rate', 'star', 'si']",apk sumpah ngebantu belajar bahasa jepang nol keren si gapuas dikasih rate star si,apk sumpah ngebantu ajar bahasa jepang nol keren si gapuas kasih rate star si,,"['apk', 'sumpah', 'ngebantu', 'ajar', 'bahasa', 'jepang', 'nol', 'keren', 'si', 'gapuas', 'kasih', 'rate', 'star', 'si']",16,positive
sangat bagus untuk belajar bahasa Jepang gampang dimengerti pokoknya cocok bgt untuk belajar Bahasa Jepang 🇯🇵 terutama wibu seperti saya ᕦ( ͡° ͜ʖ ͡°)ᕤ(๑ↀᆺↀ๑)(๑•̀ㅁ•́ฅ✧,sangat bagus untuk belajar bahasa Jepang gampang dimengerti pokoknya cocok bgt untuk belajar Bahasa Jepang  terutama wibu seperti saya,sangat bagus untuk belajar bahasa jepang gampang dimengerti pokoknya cocok bgt untuk belajar bahasa jepang  terutama wibu seperti saya,sangat bagus untuk belajar bahasa jepang gampang dimengerti pokoknya cocok bgt untuk belajar bahasa jepang  terutama wibu seperti saya,sangat bagus untuk belajar bahasa jepang gampang dimengerti pokoknya cocok banget untuk belajar bahasa jepang terutama wibu seperti saya,"['sangat', 'bagus', 'untuk', 'belajar', 'bahasa', 'jepang', 'gampang', 'dimengerti', 'pokoknya', 'cocok', 'banget', 'untuk', 'belajar', 'bahasa', 'jepang', 'terutama', 'wibu', 'seperti', 'saya']","['sangat', 'bagus', 'untuk', 'belajar', 'bahasa', 'jepang', 'gampang', 'dimengerti', 'pokoknya', 'cocok', 'banget', 'untuk', 'belajar', 'bahasa', 'jepang', 'terutama', 'wibu', 'seperti', 'saya']","['bagus', 'belajar', 'bahasa', 'jepang', 'gampang', 'dimengerti', 'pokoknya', 'cocok', 'banget', 'belajar', 'bahasa', 'jepang', 'wibu']",bagus belajar bahasa jepang gampang dimengerti pokoknya cocok banget belajar bahasa jepang wibu,bagus ajar bahasa jepang gampang erti pokok cocok banget ajar bahasa jepang wibu,,"['bagus', 'ajar', 'bahasa', 'jepang', 'gampang', 'erti', 'pokok', 'cocok', 'banget', 'ajar', 'bahasa', 'jepang', 'wibu']",30,positive
